Weights,Mean Performance Error
2.8876560074801247,0.1035008504986763
0.6881682466541161,0.029922151938080788
3.91438458627339,0.1431690752506256
0.9849959718705337,0.03735801577568054
2.4492321361008376,0.08615991473197937
1.5496662354769886,0.054083846509456635
3.811749019507065,0.14025217294692993
3.107452488358362,0.11222010105848312
0.5382700415292163,0.026828832924365997
2.835286907833954,0.10099778324365616
0.02950358327056879,0.022419918328523636
0.10819823146746274,0.022040076553821564
0.006931248434121073,0.022654809057712555
4.933702178706444,0.1619737297296524
1.8590511178609224,0.06441820412874222
0.009479633738092463,0.022624805569648743
1.3184446409760773,0.04710231348872185
2.0644537079247005,0.07111957669258118
0.581917377914208,0.027659259736537933
1.0330293777039388,0.03865072876214981
0.26142990027149,0.022675298154354095
0.006456492642974687,0.022660359740257263
0.44622345708145916,0.02514105848968029
1.1866971974169251,0.04306357353925705
0.027466382445817672,0.02243693172931671
0.7733780866744657,0.03192133083939552
1.6124564163584747,0.05602550134062767
0.4116156040217622,0.02460199035704136
0.9153977352719154,0.035540077835321426
0.36545335642618937,0.023828445002436638
4.923774404215223,0.16191017627716064
0.06676250497036318,0.022170569747686386
0.2275510662977245,0.02240605466067791
0.742580907952799,0.031179696321487427
0.2752790720688169,0.02277972549200058
1.3409643459461356,0.047777753323316574
0.7362141730507866,0.031033793464303017
1.0236340772947858,0.03839113563299179
3.672320979622963,0.1347377896308899
0.26093984626971256,0.022671250626444817
2.245723000863188,0.07802744209766388
0.1776767839781873,0.02214919403195381
0.25871655251376346,0.022653114050626755
0.5696980804370921,0.027421806007623672
0.22182946227104788,0.022365236654877663
0.7957031968744206,0.032500721514225006
2.7875309275994704,0.0991886779665947
0.2048110088491169,0.02225531078875065
0.5666370162122714,0.02736397460103035
1.5821821570796197,0.05507495999336243
